original_index,text_column,text,negative,neutral,positive,sentiment,date,year,month
18,Article,How Ai Fake Nudes Turned Levittown Into Deepfake Battlefield Podcast,0.036713555455207825,0.056475017219781876,0.9068114757537842,positive,2025-03-21,2025,3
19,Article,Meituan S Revenue Jumps 20 In A Boost For Global Expansion,0.9490618705749512,0.02089734934270382,0.030040841549634933,negative,2025-03-21,2025,3
20,Article,Nvidia Death Cross Has Traders On High Alert As Momentum Withers,0.4538573920726776,0.4287455081939697,0.11739712953567505,neutral,2025-03-21,2025,3
21,Article,Openai Study Finds Links Between Chatgpt Use And Loneliness,0.1700771450996399,0.01647895947098732,0.8134438395500183,positive,2025-03-21,2025,3
22,Article,Tencent Upgrades Deepseek Style Reasoning Model In Ai Catch Up,0.3474102020263672,0.01042365375906229,0.6421661972999573,positive,2025-03-21,2025,3
23,Article,Uae To Pledge 1 4 Trillion Us Investment After Trump Meeting,0.8089688420295715,0.009526188485324383,0.1815049946308136,negative,2025-03-21,2025,3
24,Article,What Does Trump Want Understanding A New Type Of Us China Rivalry Podcast,0.05984509363770485,0.032755788415670395,0.9073991179466248,positive,2025-03-21,2025,3
25,Article,Levittown Victim Of Deepfake Porn Hunts For Her Harasser Online,0.052903756499290466,0.5937108993530273,0.3533852994441986,neutral,2025-03-22,2025,3
26,Article,Openai Meta Seek Alliance With India S Reliance Information,0.8019445538520813,0.007067510858178139,0.19098784029483795,negative,2025-03-22,2025,3
27,Article,New Zealand Sleuths Track Harassers To A Site With Global Reach Podcast,0.03267474099993706,0.08769503235816956,0.8796302676200867,positive,2025-03-23,2025,3
28,Article,Ai Chip Startup Furiosaai Rejects Meta S 800 Million Offer,0.03626072034239769,0.7699394226074219,0.19379986822605133,neutral,2025-03-24,2025,3
29,Article,Ai Model Driving Top Ranked Fund Flashes A Warning On Ai Stocks,0.01961696520447731,0.8022340536117554,0.17814897000789642,neutral,2025-03-24,2025,3
30,Article,Britain Needs Ai To Break Out Of Slow Growth Trap Bailey Says,0.5937113165855408,0.07880379259586334,0.3274848461151123,negative,2025-03-24,2025,3
31,Article,Fermaca Courts Banks For 3 7 Billion Bet On Data Fertilizers,0.10775730013847351,0.052939075976610184,0.8393036127090454,positive,2025-03-24,2025,3
32,Article,Google Wants To Transform Search With Generative Ai To Rival Chatgpt,0.3535420000553131,0.007638200651854277,0.6388197541236877,positive,2025-03-24,2025,3
33,Article,Jack Ma Backed Ant Touts Ai Breakthrough Built On Chinese Chips,0.39914470911026,0.0626668855547905,0.5381884574890137,positive,2025-03-24,2025,3
34,Article,Major Startup Acquisitions Surge To 55 Billion Crushing Records,0.8373839855194092,0.020010802894830704,0.14260515570640564,negative,2025-03-24,2025,3
35,Article,Malaysia To Tighten Nvidia Chip Flows After Us Pressure Ft Says,0.430684357881546,0.49373748898506165,0.07557809352874756,neutral,2025-03-24,2025,3
36,Article,Netflix S Hastings Gives 50 Million To Bowdoin For Ai Program,0.14050710201263428,0.010177836753427982,0.8493150472640991,positive,2025-03-24,2025,3
37,Article,Nvidia Tapped By Strive Masiyiwa To Build First Ai Factory In Africa,0.7514631152153015,0.008001427166163921,0.24053546786308289,negative,2025-03-24,2025,3
38,Article,Openai Expands Coo S Role As Altman Focuses More On Products,0.16599354147911072,0.009009265340864658,0.8249972462654114,positive,2025-03-24,2025,3
39,Article,Uk Ai Startup Fyxer Gets Funds From Benioff Other Tech Bigwigs,0.2534024715423584,0.017048941925168037,0.7295485734939575,positive,2025-03-24,2025,3
40,Article,Alibaba S Tsai Warns Of A Bubble In Ai Datacenter Buildout,0.017616834491491318,0.9528067708015442,0.02957642450928688,neutral,2025-03-25,2025,3
41,Article,Altman Backed Oklo Sees Trump Cutting Red Tape For Nuclear Power,0.48516321182250977,0.19853174686431885,0.3163050413131714,neutral,2025-03-25,2025,3
42,Article,Chatgpt Can Now Edit Photos Better And Create Charts For Work,0.14987918734550476,0.009611330926418304,0.8405094742774963,positive,2025-03-25,2025,3
43,Article,China Floods The World With Ai Models After Deepseek S Success,0.1056566834449768,0.21923337876796722,0.6751099228858948,positive,2025-03-25,2025,3
44,Article,China S Deepseek Unveils Latest Update In Race With Openai,0.18684139847755432,0.01618230901658535,0.7969763278961182,positive,2025-03-25,2025,3
45,Article,Tech Chiefs Foreign Leaders Urge Trump To Rethink Ai Chip Curbs,0.2813485860824585,0.19704501330852509,0.5216064453125,positive,2025-03-25,2025,3
46,Article,Tencent Backed Kuaishou Pledges Ai Efforts As Sales Growth Slows,0.06639739125967026,0.8338466286659241,0.09975595772266388,neutral,2025-03-25,2025,3
47,Article,Alibaba Debuts Ai Model That Can Process Video Audio On Phones,0.2179003357887268,0.008274628780782223,0.7738249897956848,positive,2025-03-26,2025,3
48,Article,Alibaba Teams Up With Bmw To Develop Ai For Cars In China,0.7403165698051453,0.00772334448993206,0.25196006894111633,negative,2025-03-26,2025,3
49,Article,Apple Ceo Visits Deepseek S Hometown During China Ai Revival,0.05699068680405617,0.0373852476477623,0.9056240320205688,positive,2025-03-26,2025,3
50,Article,Catastrophe Experts Tap Ai To Tackle Soaring Insurance Losses,0.21516089141368866,0.01790936291217804,0.7669296860694885,positive,2025-03-26,2025,3
51,Article,China S Tech Stocks Need More Than Just Ai Hype To Extend Rally,0.4163718819618225,0.013192150741815567,0.5704360008239746,positive,2025-03-26,2025,3
52,Article,French Tax Authorities Are Using Ai To Clamp Down On Tax Fraud,0.01798284612596035,0.7798948884010315,0.2021222710609436,neutral,2025-03-26,2025,3
53,Article,Microsoft Abandons More Data Center Projects Td Cowen Says,0.02351381815969944,0.7028748989105225,0.27361124753952026,neutral,2025-03-26,2025,3
54,Article,Openai Close To Finalizing Its 40 Billion Softbank Led Funding,0.19232453405857086,0.012228111736476421,0.7954473495483398,positive,2025-03-26,2025,3
55,Article,Openai Expects Revenue Will Triple To 12 7 Billion This Year,0.9444247484207153,0.014372439123690128,0.0412028506398201,negative,2025-03-26,2025,3
56,Article,Sensetime Loss Worse Than Expected As Ai Race Heats Up,0.026488544419407845,0.9582063555717468,0.015305071137845516,neutral,2025-03-26,2025,3
57,Article,Britain S Data Centers And A Century Old Mill Have Better Backup Than Heathrow,0.6749325394630432,0.011926436796784401,0.3131411373615265,negative,2025-03-27,2025,3
58,Article,Coreweave Is Said Planning To Cut Ipo Size To 1 5 Billion M8Rd0X7C,0.026883233338594437,0.7497958540916443,0.22332091629505157,neutral,2025-03-27,2025,3
59,Article,House Revives Bid To Scrutinize Foreign Funding To Colleges,0.34514370560646057,0.0429203025996685,0.6119360327720642,positive,2025-03-27,2025,3
60,Article,Hundreds Of Lloyds Bankers Head Back To School To Learn Ai,0.05198129266500473,0.10015618056058884,0.8478625416755676,positive,2025-03-27,2025,3
61,Article,Labour Pledges To Fix Uk S Broken Defense Process For Startups,0.6604223251342773,0.01963338814675808,0.31994423270225525,negative,2025-03-27,2025,3
62,Article,Meta S Asia Pacific Chief Quits After A Decade Long Growth Spurt,0.01796615496277809,0.8264888525009155,0.15554498136043549,neutral,2025-03-27,2025,3
63,Article,Related Aims To Raise Up To 8 Billion For Ai Data Center Bet,0.5378174781799316,0.0077392770908772945,0.45444321632385254,negative,2025-03-27,2025,3
64,Article,Video Why The Human Brain May Power The Next Tech Revolution,0.07049601525068283,0.02372494339942932,0.9057790040969849,positive,2025-03-27,2025,3
65,Article,Confession Over Deepfakes Raises Question What S The Crime Podcast,0.04134891927242279,0.13851116597652435,0.8201399445533752,positive,2025-03-28,2025,3
66,Article,Coreweave S Debut Dud Extends Ipo Malaise Instead Of Ending It,0.03331221267580986,0.8736981153488159,0.0929897353053093,neutral,2025-03-28,2025,3
67,Article,Delta Thailand Becomes Asia S Worst Stock After 30 Billion Rout,0.015392201952636242,0.9514280557632446,0.033179767429828644,neutral,2025-03-28,2025,3
68,Article,Musk Says That His Xai Startup Has Acquired X For 33 Billion,0.06272641569375992,0.010416167788207531,0.9268573522567749,positive,2025-03-28,2025,3
69,Article,Softbank May Pledge 1 Trillion For Ai Effort In Us Nikkei Says,0.7256048321723938,0.013412568718194962,0.26098257303237915,negative,2025-03-28,2025,3
70,Article,How Redditors Swarmed A Porn Harassment Site Podcast,0.03254465386271477,0.39450421929359436,0.572951078414917,positive,2025-03-29,2025,3
71,Article,Cheap Fast Deepfake Apps Move Faster Than The Law Podcast,0.16500096023082733,0.012870020233094692,0.8221290111541748,positive,2025-03-30,2025,3
72,Article,Chinese Stocks Power Ahead Of Emerging Peers Amid Ai Frenzy,0.5957622528076172,0.34810489416122437,0.05613278970122337,negative,2025-03-30,2025,3
73,Article,Samsung S Ai Fridges Can Find Misplaced Phones Adjust Aircons,0.025515111163258553,0.5220500826835632,0.4524347484111786,neutral,2025-03-30,2025,3
74,Article,Alphabet S Ai Drug Unit Raises 600 Million From Openai Backer,0.6932840347290039,0.008972103707492352,0.29774385690689087,negative,2025-03-31,2025,3
75,Article,Brendan Iribe S Ai Voice Startup Sesame Is In Talks For Sequoia Backing,0.05906377732753754,0.014711164869368076,0.9262250065803528,positive,2025-03-31,2025,3
76,Article,Chatbot Aggregator Wrtn Gets Funding In Latest Korea Ai Deal,0.3640390634536743,0.012598351575434208,0.6233624815940857,positive,2025-03-31,2025,3
77,Article,China S Manus Turns Its Ai Agent Into A 39 Subscription,0.04573275148868561,0.028620339930057526,0.9256468415260315,positive,2025-03-31,2025,3
78,Article,China S Zhipu Offers Free Ai Agent In Riposte To Deepseek Manus,0.14686676859855652,0.00855546910315752,0.8445777297019958,positive,2025-03-31,2025,3
79,Article,Chipmaker Cerebras Says Us Signs Off On Uae Ties Ahead Of Ipo,0.7291936874389648,0.03575275093317032,0.23505347967147827,negative,2025-03-31,2025,3
80,Article,Huawei Posts Surprise Loss After Us Sanctions Spur Tech Research,0.03499603271484375,0.9366969466209412,0.028307026252150536,neutral,2025-03-31,2025,3
81,Article,Japan Earmarks Another 5 4 Billion For Chip Startup Rapidus,0.6292902827262878,0.012106530368328094,0.35860320925712585,negative,2025-03-31,2025,3
82,Article,Microsoft Qia Backed Startup Builder Ai Hires Auditors To Probe Inflated Sales,0.0546761229634285,0.22104991972446442,0.7242739796638489,positive,2025-03-31,2025,3
83,Article,Musk S Xai Deal Offers An Unexpected Win For X Investors,0.9423749446868896,0.013484608381986618,0.04414043202996254,negative,2025-03-31,2025,3
84,Article,Openai Finalizes 40 Billion Funding At 300 Billion Valuation,0.07994397729635239,0.010983705520629883,0.9090722799301147,positive,2025-03-31,2025,3
85,Article,Runway S New Ai Tool Challenges Openai S Sora With More Cohesive Videos,0.8641291260719299,0.007201329804956913,0.12866944074630737,negative,2025-03-31,2025,3
86,Article,Sempra Explores Sale Of Mexican Gas Assets Minority Lng Stake,0.08307904005050659,0.010171886533498764,0.9067491292953491,positive,2025-03-31,2025,3
87,Article,Alibaba Preparing For Flagship Ai Model Release As Soon As April,0.043813738971948624,0.01375607680529356,0.9424301981925964,positive,2025-01-04,2025,1
88,Article,How Meta S Upcoming 1000 Smart Glasses With A Screen Will Work,0.06751558184623718,0.011813081800937653,0.920671284198761,positive,2025-01-04,2025,1
89,Article,Japan S Rapidus Starts Test Production In Ai Chipmaking Gamble,0.26827195286750793,0.012502041645348072,0.719226062297821,positive,2025-01-04,2025,1
90,Article,Lagarde Sees Danger That Ai Could Breed Inequality In Europe,0.020421987399458885,0.8992906212806702,0.0802873894572258,neutral,2025-01-04,2025,1
91,Article,Meta S Head Of Ai Research To Leave Roiling Investment Push,0.02090539038181305,0.7958565950393677,0.18323799967765808,neutral,2025-01-04,2025,1
92,Article,Softbank Seeks Record 16 5 Billion Loan For Ai Projects In Us,0.751439094543457,0.009107118472456932,0.23945379257202148,negative,2025-01-04,2025,1
93,Article,Tinder Unveils Playful Ai Chatbots In Bid To Boost Engagement,0.755342960357666,0.015479969792068005,0.22917704284191132,negative,2025-01-04,2025,1
94,Article,Ultragreen Ai Is Said To Mull Up To 300 Million Ipo In Singapore,0.04858610779047012,0.01827120967209339,0.9331426620483398,positive,2025-01-04,2025,1
95,Article, Vibecoding Leader Replit In Talks For 3 Billion Valuation,0.13807152211666107,0.009619149379432201,0.8523094058036804,positive,2025-02-04,2025,2
96,Article,Ai Beats Traditional Weather Models In Forecasting Wildfires,0.23459197580814362,0.009923003613948822,0.7554849982261658,positive,2025-02-04,2025,2
97,Article,Ai Data Center Planned For Old Coal Plant Site In Pennsylvania,0.0553390271961689,0.01784500665962696,0.9268159866333008,positive,2025-02-04,2025,2
98,Article,Amazon Submits Bid For Tiktok With Us Sale Deadline Approaching,0.10573606193065643,0.011488704942166805,0.8827752470970154,positive,2025-02-04,2025,2
99,Article,Consulting Giant Bcg Hires 1 000 Staffers Amid Boom In Ai Work,0.7627016305923462,0.05573808029294014,0.18156032264232635,negative,2025-02-04,2025,2
100,Article,Scale Ai Expects To More Than Double Sales To 2 Billion In 2025,0.8990356922149658,0.009869950823485851,0.09109438955783844,negative,2025-02-04,2025,2
101,Article,Smbc Fujitsu To Partner On Ai Driven Forecasting Services,0.33265790343284607,0.0073081739246845245,0.6600339412689209,positive,2025-02-04,2025,2
102,Article,What Is The Us Chips Act How Does Trump Want To Change It As He Eyes Tariffs,0.033129867166280746,0.03312090039253235,0.933749258518219,positive,2025-02-04,2025,2
103,Article,Ai Video Startup Runway Valued At 3 Billion In Funding Round,0.28840887546539307,0.007748440373688936,0.7038426399230957,positive,2025-03-04,2025,3
104,Article,Airtrunk Seeks 1 7 Billion Loan To Build Singapore Data Centers,0.7006687521934509,0.007543448358774185,0.29178786277770996,negative,2025-03-04,2025,3
105,Article,Gv Lightspeed Funding Deal Lifts Redpanda To Unicorn Valuation,0.9234985113143921,0.014051592908799648,0.062449861317873,negative,2025-03-04,2025,3
106,Article,Microsoft Pulls Back On Data Centers From Chicago To Jakarta,0.010057283565402031,0.9169530272483826,0.07298970222473145,neutral,2025-03-04,2025,3
107,Article,Us Energy Chief Plans To Use Federal Land To Build Data Centers,0.1365152895450592,0.008260478265583515,0.8552242517471313,positive,2025-03-04,2025,3
108,Article,Check Point Ceo Vows Calculated Risks To Take On Cyber Rivals,0.07006765902042389,0.07484611123800278,0.8550862073898315,positive,2025-04-04,2025,4
109,Article,Execs Are Getting Specialized Business Degrees In The Swiss Alps,0.13762259483337402,0.014816110953688622,0.8475612998008728,positive,2025-04-04,2025,4
110,Article,Fed S Barr Sees Banks Pushed To Adopt Ai Faster By Fintech Firms,0.689682126045227,0.05246927589178085,0.2578486204147339,negative,2025-04-04,2025,4
111,Article,Gerko S Xtx Markets Mints 3 53 Billion On Global Trading Surge,0.09717074036598206,0.016583062708377838,0.8862461447715759,positive,2025-04-04,2025,4
112,Article,Meta Wisconsin Data Center To Cost Nearly 1 Billion,0.1402624547481537,0.017438512295484543,0.8422990441322327,positive,2025-04-04,2025,4
113,Article,Microsoft To Let Consumers Tailor Ai Assistant To Their Needs,0.1583821177482605,0.008514557965099812,0.8331032991409302,positive,2025-04-04,2025,4
114,Article,Podcast Why This Is China S Year In Markets,0.12441890686750412,0.08115054666996002,0.7944305539131165,positive,2025-04-04,2025,4
115,Article,Tesla S Head Of Software Engineering Is Said To Depart Ev Maker,0.02017754688858986,0.3465037941932678,0.6333186626434326,positive,2025-04-04,2025,4
116,Article,Nvidia Partner Hon Hai S Sales Surge With Data Center Boom,0.9341111779212952,0.026708640158176422,0.0391802117228508,negative,2025-05-04,2025,5
117,Article,Meta Announces Release Of New Llama 4 Ai Models,0.32864177227020264,0.01314705889672041,0.6582111716270447,positive,2025-06-04,2025,6
118,Article,Cursor An Ai Coding Assistant Draws A Million Users Without Even Trying,0.035807304084300995,0.02349819242954254,0.9406944513320923,positive,2025-07-04,2025,7
119,Article,Deepseek And Tsinghua Developing Self Improving Ai Models,0.7734723687171936,0.007837893441319466,0.2186897248029709,negative,2025-07-04,2025,7
120,Article,Ex Goldman Banker Who Worked On Chips Program Will Run Ai Firm,0.03706899285316467,0.019969500601291656,0.9429615139961243,positive,2025-07-04,2025,7
121,Article,Google Ai Search Shift Leaves Website Makers Feeling Betrayed,0.009288229048252106,0.9637289643287659,0.026982853189110756,neutral,2025-07-04,2025,7
122,Article,Microsoft Fires Employees Who Protested During 50Th Anniversary,0.011958354152739048,0.934761643409729,0.05328001081943512,neutral,2025-07-04,2025,7
123,Article,Nvidia Cassava S Ai Factory In Africa Tie Up To Cost 720 Million,0.27410954236984253,0.008213034830987453,0.7176774740219116,positive,2025-07-04,2025,7
124,Article,Samsung Profit Beats Expectations On Solid Demand For New Galaxy,0.9401319026947021,0.031499799340963364,0.028368379920721054,negative,2025-07-04,2025,7
125,Article,Vc Firm Signalfire Raises 1 Billion Will Let Ai Help Pick Investments,0.16291287541389465,0.009486550465226173,0.8276005387306213,positive,2025-07-04,2025,7
126,Article,Alibaba Upgrades International Ai Tools With Latest Qwen Models,0.702407956123352,0.011104686185717583,0.2864873707294464,negative,2025-08-04,2025,8
127,Article,Altman Backed Praxis Scouts Kyiv Athens For Tech Utopia Base,0.31802839040756226,0.009493790566921234,0.6724778413772583,positive,2025-08-04,2025,8
128,Article,Fintech Entrepreneur Launches Ai Fueled Financial Assistant Hiro,0.1123187467455864,0.09914759546518326,0.7885336875915527,positive,2025-08-04,2025,8
129,Article,Hackers Hit Czech Premier With Fake Post On Army Under Attack,0.015089143998920918,0.8944904804229736,0.09042040258646011,neutral,2025-08-04,2025,8
130,Article,Helsing Europe S Most Valuable Defense Tech Company Is Facing Allegations From,0.01307232677936554,0.9436004757881165,0.04332722723484039,neutral,2025-08-04,2025,8
131,Article,Ibm Launches New Mainframe In Bet That Some Data Stays Local,0.5727131366729736,0.021143227815628052,0.4061436653137207,negative,2025-08-04,2025,8
132,Article,Toronto S Tailscale Hits 1 5 Billion Valuation With New Funding,0.8596799969673157,0.010153568349778652,0.1301664113998413,negative,2025-08-04,2025,8
133,Article,Trump Order Seeks To Tap Coal Power In Quest To Dominate Ai,0.13310736417770386,0.013772992417216301,0.8531196713447571,positive,2025-08-04,2025,8
134,Article,Anthropic To Offer 200 Monthly Claude Chatbot Subscription,0.07198228687047958,0.010306800715625286,0.9177109003067017,positive,2025-09-04,2025,9
135,Article,Google To Help Developers Make Their Own Ai Agents In Cloud Push,0.16184090077877045,0.009254761971533298,0.8289043307304382,positive,2025-09-04,2025,9
136,Article,Hon Hai Makes Case To Build Evs For Japan S Automobile Industry,0.28747987747192383,0.008339788764715195,0.7041802406311035,positive,2025-09-04,2025,9
137,Article,Meta Whistleblower To Tell Congress That Company Aided China In Ai Race,0.08670411258935928,0.10063184797763824,0.8126640915870667,positive,2025-09-04,2025,9
138,Article,Samsung Google Partner On Ballie Home Ai Robot With Video Projector After Delay,0.23903048038482666,0.010173002257943153,0.7507964968681335,positive,2025-09-04,2025,9
139,Article,Top Malaysian Phone Firm Is Said To Seek Adviser For Edotco Sale,0.10500472038984299,0.011592000722885132,0.8834032416343689,positive,2025-09-04,2025,9
140,Article,Uk Regulators Eye Wall Street S Use Of Ai On Trading Floors,0.01854546368122101,0.6838578581809998,0.29759669303894043,neutral,2025-09-04,2025,9
141,Article,Us Government Employs Ai To Analyze Worker Personnel Files,0.028518186882138252,0.05247114598751068,0.9190106391906738,positive,2025-09-04,2025,9
142,Article,Ai Chipmaking Emissions Surged Fourfold In 2024 Greenpeace Says,0.924087643623352,0.01264524832367897,0.06326712667942047,negative,2025-10-04,2025,10
143,Article,Ai Data Center Growth Means More Coal And Gas Plants Iea Says,0.6931667327880859,0.010569600388407707,0.2962636649608612,negative,2025-10-04,2025,10
144,Article,Canva Bets On New Creative Ai Offerings In Contest With Adobe,0.6781798005104065,0.01554723922163248,0.30627304315567017,negative,2025-10-04,2025,10
145,Article,Elon Musk Taking Tesla To Saudi Arabia Puts Funding Secured Feud To Rest,0.4011756181716919,0.03980665281414986,0.5590177178382874,positive,2025-10-04,2025,10
146,Article,Indian Startup Unveils System To Run Ai Without Advanced Chips,0.24037745594978333,0.01075795479118824,0.7488645911216736,positive,2025-10-04,2025,10
147,Article,Nissan Taps Softbank Backed Startup Wayve For Ai Driving System,0.3127499222755432,0.009608706459403038,0.6776413917541504,positive,2025-10-04,2025,10
148,Article,Ntt Throws Hat Into Ai Chip Race And Targets Drone Footage Tech,0.032786596566438675,0.16926880180835724,0.7979446053504944,positive,2025-10-04,2025,10
149,Article,Openai S Altman Won T Rule Out Helping Pentagon On Ai Weapons,0.08410884439945221,0.023210374638438225,0.8926807641983032,positive,2025-10-04,2025,10
150,Article,Singapore Man Accused Of Chip Fraud Wields Global Connections,0.04399397596716881,0.12222950905561447,0.8337765336036682,positive,2025-10-04,2025,10
151,Article,Tsmc Sales Beat Estimates As Ai Demand Soars Ahead Of Us Tariffs,0.9461919665336609,0.02759135141968727,0.026216644793748856,negative,2025-10-04,2025,10
152,Article,Alibaba S Jack Ma Wants Ai To Serve Not Lord Over Humans,0.060164038091897964,0.01817385107278824,0.9216620922088623,positive,2025-11-04,2025,11
153,Article,Anduril Saronic Saildrone Aim To Bring Drones To The Ocean,0.2442755103111267,0.007284424267709255,0.7484400868415833,positive,2025-11-04,2025,11
154,Article,Canada Has Answer To Energy Needs In Ai Race Ex Google Ceo Says,0.1550253927707672,0.011188820004463196,0.8337857723236084,positive,2025-11-04,2025,11
155,Article,Ex Openai Staff Back Musk In Legal Fight To Block Restructuring,0.04930664971470833,0.8506642580032349,0.10002905130386353,neutral,2025-11-04,2025,11
156,Article,Irish Watchdog To Probe Musk S X Over Data Use For Ai Tool Grok,0.06063985079526901,0.08847319334745407,0.850886881351471,positive,2025-11-04,2025,11
157,Article,Jim Chanos On Who S Getting Caught Swimming Naked,0.03818925842642784,0.06146486476063728,0.9003458619117737,positive,2025-12-04,2025,12
158,Article,Ai Stock Analytics Chatbot Bridgewise Expands Into Dubai,0.2967912256717682,0.009629794396460056,0.6935789585113525,positive,2025-04-14,2025,4
159,Article,Apple To Analyze User Data On Devices To Bolster Ai Technology,0.8058835864067078,0.007415980566293001,0.1867004930973053,negative,2025-04-14,2025,4
160,Article,Menlo Park Based Energy Startup Nabs 258 Million To Power Data Centers,0.276278018951416,0.007157604675740004,0.7165643572807312,positive,2025-04-14,2025,4
161,Article,Nvidia Says It Will Build Up To 500 Billion Of Ai Gear In Us,0.5279296040534973,0.008852225728332996,0.463218092918396,negative,2025-04-14,2025,4
162,Article,Profit Forecasting Chaos Sows Risk As Tech Analysts Wait And See,0.019773920997977257,0.9008651971817017,0.07936087250709534,neutral,2025-04-14,2025,4
163,Article,Tariffs To Impact Millions Of Chinese Workers In Blow To Economy,0.0440312959253788,0.8338319063186646,0.12213675677776337,neutral,2025-04-14,2025,4
164,Article,Ai To Prop Up Fossil Fuels And Slow Emissions Decline Bnef Says,0.6931234002113342,0.010230348445475101,0.2966461777687073,negative,2025-04-15,2025,4
165,Article,Alibaba Backed Ai Startup Zhipu Targets Ipo As Soon As 2025,0.0718240961432457,0.01157207228243351,0.9166038632392883,positive,2025-04-15,2025,4
166,Article,Anthropic Is Readying A Voice Assistant Feature To Rival Openai,0.1954188197851181,0.008388805203139782,0.7961923480033875,positive,2025-04-15,2025,4
167,Article,Microsoft Msft Datacenter Pause In Ohio Came In Quick Pivot,0.13300468027591705,0.09358565509319305,0.7734096646308899,positive,2025-04-15,2025,4
168,Article,Nvidia Says Us Has Imposed New China Restrictions On H20 Chips,0.0194573774933815,0.9081622958183289,0.07238027453422546,neutral,2025-04-15,2025,4
169,Article,Taiwan Bidders Are Said To Be Circling Amd S Zt Server Assets,0.09694588929414749,0.02459455095231533,0.8784595727920532,positive,2025-04-15,2025,4
170,Article,Trump Tech Aide Calls For Creative R D Push After Budget Cuts,0.755952000617981,0.030541429296135902,0.21350660920143127,negative,2025-04-15,2025,4
171,Article,Tsmc Asml Outlooks To Reveal Depths Of Tariff Pain Ai Pullback,0.20782065391540527,0.5613349676132202,0.2308444082736969,neutral,2025-04-15,2025,4
172,Article,Uk Approves Grid Queue Overhaul In Race To Clean Up Power System,0.45216047763824463,0.10471457242965698,0.4431248903274536,neutral,2025-04-15,2025,4
173,Article,Us China Trade War Clears Path For Sodium Ion Batteries,0.15054349601268768,0.23379568755626678,0.6156607866287231,positive,2025-04-15,2025,4
174,Article,Amd Sees 800 Million Charge From Us Export Controls On Ai Chips,0.4293164312839508,0.30663755536079407,0.26404595375061035,neutral,2025-04-16,2025,4
175,Article,Chapter Ai Medicare Broker Raises 75 Million At 1 5 Billion Valuation,0.1679229587316513,0.02691984549164772,0.8051572442054749,positive,2025-04-16,2025,4
176,Article,Ev Maker Xpeng Charts Steady Global Expansion Despite Tariff War,0.947748064994812,0.013731804676353931,0.03852008283138275,negative,2025-04-16,2025,4
177,Article,Fresh Off Napster Buy Infinite Reality To Acquire Ai Startup For 500 Million,0.09235787391662598,0.012241528369486332,0.8954005837440491,positive,2025-04-16,2025,4
178,Article,Openai Releases New Reasoning Models For Coding And Visual Tasks,0.13191284239292145,0.010190802626311779,0.8578963279724121,positive,2025-04-16,2025,4
