original_index,text_column,text,negative,neutral,positive,sentiment,date,year,month
61,Article,Rayner Leaves Door Open On Benefit Reform As Farage Ups Pressure,0.6616374254226685,0.07355145364999771,0.26481112837791443,negative,2025-05-25,2025,5
62,Article,Russia Ramps Up Airstrikes On Ukraine As Prisoner Swaps Continue,0.1925319880247116,0.6288731098175049,0.1785949021577835,neutral,2025-05-25,2025,5
63,Article,Trump Expresses Optimism On Iran Deal After Very Good Talks,0.878171980381012,0.015934793278574944,0.10589314252138138,negative,2025-05-25,2025,5
64,Article,Trump Says He S Absolutely Weighing Sanctions Against Russia,0.12068555504083633,0.15445110201835632,0.7248633503913879,positive,2025-05-25,2025,5
65,Article,Us Tariffs Loom Over Asia Summit As Ties With China Strengthen,0.8262823224067688,0.08800382167100906,0.08571385592222214,negative,2025-05-25,2025,5
66,Article,Big Beautiful Bill Trump Hits Allies With Unfair Tax Regimes,0.08168011158704758,0.763527512550354,0.15479233860969543,neutral,2025-05-26,2025,5
67,Article,Chile S Leftist Presidential Hopefuls Spar Over Sqm Codelco Deal,0.07193387299776077,0.7619215846061707,0.16614454984664917,neutral,2025-05-26,2025,5
68,Article,China S Ambassador Warns Australia Over Port Of Darwin Lease,0.04121909290552139,0.8560585975646973,0.10272234678268433,neutral,2025-05-26,2025,5
69,Article,Chinese Eu Trade Heads To Meet As Trump Tariff Tensions Rise,0.4762546718120575,0.25086161494255066,0.27288368344306946,neutral,2025-05-26,2025,5
70,Article,Election Deadlock Puts Suriname S Oil Bonanza In Play,0.11516587436199188,0.6816368699073792,0.20319728553295135,neutral,2025-05-26,2025,5
71,Article,Eu Plans To Fast Track Trade Talks With Us Amid Tariff Fight,0.8662058711051941,0.015382993966341019,0.1184111088514328,negative,2025-05-26,2025,5
72,Article,Finland Summons Russia S Ambassador After Violation Of Airspace,0.022393282502889633,0.826482355594635,0.15112437307834625,neutral,2025-05-26,2025,5
73,Article,Former Austrian Chancellor Kurz Acquitted Of Perjury On Appeal,0.1107311099767685,0.6327868103981018,0.2564820945262909,neutral,2025-05-26,2025,5
74,Article,Germany Calls Ugandan Claims Of Subversive Activities Absurd,0.031507574021816254,0.746044933795929,0.22244761884212494,neutral,2025-05-26,2025,5
75,Article,Germany S Merz Floats Cutting Off Eu Funds To Fico S Slovakia,0.018887165933847427,0.913052499294281,0.06806021928787231,neutral,2025-05-26,2025,5
76,Article,India Canada Hold Top Level Talks To Mend Frayed Ties,0.1765841245651245,0.5443286299705505,0.27908721566200256,neutral,2025-05-26,2025,5
77,Article,Israel Backed Gaza Food Aid Plan Is Facing Dissent And Delays,0.014717762358486652,0.9323383569717407,0.05294394493103027,neutral,2025-05-26,2025,5
78,Article,Japan To Sell Rice Stockpiles With Aim To Halve Soaring Prices,0.8385939598083496,0.012115398421883583,0.14929065108299255,negative,2025-05-26,2025,5
79,Article,King Charles Visits Canada As Country Rattled By Trump Taunts,0.12211555242538452,0.6092309355735779,0.26865354180336,neutral,2025-05-26,2025,5
80,Article,Maduro Sweeps Venezuelan Regional Vote Marked By Low Turnout,0.08317702263593674,0.8673725724220276,0.049450427293777466,neutral,2025-05-26,2025,5
81,Article,Malaysia S Anwar Writes Trump Seeking Summit With Southeast Asia,0.30256444215774536,0.02830611914396286,0.6691294312477112,positive,2025-05-26,2025,5
82,Article,Merz Gives Ukraine The Green Light To Strike Deep Inside Russia,0.324083536863327,0.010237214155495167,0.6656792759895325,positive,2025-05-26,2025,5
83,Article,Nato Chief Rutte Says Members Moving Toward 5 Spending Target,0.5503056645393372,0.018460312858223915,0.4312340021133423,negative,2025-05-26,2025,5
84,Article,Romania S Fiscal Woes Test New Math Prodigy President,0.34850361943244934,0.5141199231147766,0.13737648725509644,neutral,2025-05-26,2025,5
85,Article,Russia Dismisses Trump S Putin Criticism As Emotional Reaction,0.0470588281750679,0.7016336917877197,0.25130751729011536,neutral,2025-05-26,2025,5
86,Article,South Korea Presidential Election What To Know Who Are The Main Candidates,0.023242400959134102,0.0418529137969017,0.9349046945571899,positive,2025-05-26,2025,5
87,Article,Trump Threatens To Steer Harvard Grant Money To Trade Schools,0.046710528433322906,0.5428739786148071,0.4104154706001282,neutral,2025-05-26,2025,5
88,Article,Trump To Pardon Sheriff Found Guilty Of Cash For Badges Scheme,0.2159823328256607,0.45780158042907715,0.32621607184410095,neutral,2025-05-26,2025,5
89,Article,Tusk Plan To Change Poland Turns On Knife Edge Presidential Vote,0.08395372331142426,0.5330724716186523,0.3829738199710846,neutral,2025-05-26,2025,5
90,Article,Uk To Train 120 000 Builders Carers To Cut Reliance On Migrants,0.38651832938194275,0.026149123907089233,0.5873324871063232,positive,2025-05-26,2025,5
91,Article,Ukraine S Zelenskiy Said To Meet With Merz In Berlin Wednesday,0.040945254266262054,0.02922378107905388,0.9298310279846191,positive,2025-05-26,2025,5
92,Article,Xi Plans New Made In China Effort Even As Trump Aims To Boost Us Manufacturing,0.7439936995506287,0.008607630617916584,0.24739862978458405,negative,2025-05-26,2025,5
93,Article,Bolsonaro S Son Investigated Over Alleged Court Intimidation,0.033872634172439575,0.8099218010902405,0.15620557963848114,neutral,2025-05-27,2025,5
94,Article,Carney Pledges Economic Transformation In Speech Read By King,0.2418193221092224,0.01193909626454115,0.7462416291236877,positive,2025-05-27,2025,5
95,Article,China S Premier Courts Asean Gulf States As Trump Tariffs Bite,0.1576615422964096,0.16521619260311127,0.6771222949028015,positive,2025-05-27,2025,5
96,Article,Eu To Focus On Critical Sectors In Bid To Avoid Trump S Tariffs,0.23874929547309875,0.09717641770839691,0.6640742421150208,positive,2025-05-27,2025,5
97,Article,Germany Weighs Curbs On Israel Weapons Exports On Gaza Concerns,0.062349289655685425,0.7084606289863586,0.22919006645679474,neutral,2025-05-27,2025,5
98,Article,Hegseth Imposes Fresh Limits On Reporter Access To The Pentagon,0.030521685257554054,0.7463166117668152,0.22316166758537292,neutral,2025-05-27,2025,5
99,Article,Libyan Peace Push At Risk From Trump Funding Cuts Un Envoy Says,0.06049124523997307,0.8499248027801514,0.08958402276039124,neutral,2025-05-27,2025,5
100,Article,Macron Courts Southeast Asia Nations Trapped By Us China Dispute,0.04437311738729477,0.599068820476532,0.35655808448791504,neutral,2025-05-27,2025,5
101,Article,Malaysia Sees Reducing The Us S Proposed Tariff To 10 As A Good Outcome,0.9008105993270874,0.01839129813015461,0.08079803735017776,negative,2025-05-27,2025,5
102,Article,Merz Says Kyiv S Allies Ended Curbs On Russia Strikes Months Ago,0.24795758724212646,0.703208327293396,0.048834096640348434,neutral,2025-05-27,2025,5
103,Article,Milei Burnishes His Trump Ties By Hosting Health Chief Rfk Jr,0.14170889556407928,0.05426019802689552,0.8040308952331543,positive,2025-05-27,2025,5
104,Article,North Korea Says Trump S Golden Dome Risks Space Nuclear War,0.03904498368501663,0.4822649359703064,0.47869008779525757,neutral,2025-05-27,2025,5
105,Article,Polish Presidential Contender Brushes Off Reports About Checkered Past,0.04395656660199165,0.8345504999160767,0.12149295955896378,neutral,2025-05-27,2025,5
106,Article,Ramaphosa Recalls His Bemusement At Trump Oval Office Encounter,0.07632467150688171,0.537702202796936,0.38597309589385986,neutral,2025-05-27,2025,5
107,Article,Reform Uk S Farage To Vow Benefit Hikes In Attack On Starmer,0.16012831032276154,0.6437550187110901,0.19611668586730957,neutral,2025-05-27,2025,5
108,Article,Romania S Banned Ex Frontrunner Georgescu Quits Politics In Blow To Right,0.03798309341073036,0.5078299045562744,0.4541870057582855,neutral,2025-05-27,2025,5
109,Article,Russia Backs Turkey For New Ukraine Talks After Nixing Vatican,0.20222218334674835,0.09995585680007935,0.6978219151496887,positive,2025-05-27,2025,5
110,Article,Slovak Premier Rejects Germany S Warning On Cutting Eu Funding,0.050564732402563095,0.8644365668296814,0.08499874174594879,neutral,2025-05-27,2025,5
111,Article,Southeast Asia Leaders Make A Veiled Jab At Us Tariff Actions,0.03647661954164505,0.7934772372245789,0.17004618048667908,neutral,2025-05-27,2025,5
112,Article,Texas Lawmakers Require The Ten Commandments In Every Classroom,0.038169946521520615,0.030396170914173126,0.9314338564872742,positive,2025-05-27,2025,5
113,Article,Thailand Faces Fresh Risk Of Instability As Coalition Challenged By Budget Vote,0.015968410298228264,0.9531155228614807,0.030916038900613785,neutral,2025-05-27,2025,5
114,Article,Trump Ally Wades Into Poland S Election Endorsing Nationalist,0.18688303232192993,0.056428007781505585,0.7566889524459839,positive,2025-05-27,2025,5
115,Article,Trump Praises Eu For Speeding Tariff Negotiations After Threat,0.2824912965297699,0.5548063516616821,0.16270236670970917,neutral,2025-05-27,2025,5
116,Article,Trump S Dhs Asks Supreme Court To Intervene In Deportation Case,0.07590540498495102,0.18239910900592804,0.7416955232620239,positive,2025-05-27,2025,5
117,Article,Trump Says Fannie Freddie To Keep Us Guarantees As Public Firms,0.16062122583389282,0.0110545689240098,0.8283241987228394,positive,2025-05-27,2025,5
118,Article,Trump Says Golden Dome Missile System To Cost Canada 61 Billion,0.17069703340530396,0.012477218173444271,0.816825807094574,positive,2025-05-27,2025,5
119,Article,Trump Threatens California Funding Freeze Over Trans Athlete Ban,0.01863943412899971,0.8751789927482605,0.10618158429861069,neutral,2025-05-27,2025,5
120,Article,Trump To End Federal Contracts With Harvard University,0.03425729647278786,0.8242339491844177,0.1415087729692459,neutral,2025-05-27,2025,5
121,Article,Trump To Pardon Stars Of Reality Show Chrisley Knows Best,0.08922681957483292,0.04053538292646408,0.8702377676963806,positive,2025-05-27,2025,5
122,Article,Trump Warns Putin Playing With Fire As Lawmakers Eye Sanctions,0.12564262747764587,0.27153292298316956,0.6028245091438293,positive,2025-05-27,2025,5
123,Article,Us Orders Pause In Student Visa Interviews Ahead Of New Vetting,0.0314183309674263,0.14282344281673431,0.825758159160614,positive,2025-05-27,2025,5
124,Article,Us S Cerberus Eyes Offer For Port Of Darwin The Australian Says,0.2634415924549103,0.015601716935634613,0.7209566831588745,positive,2025-05-27,2025,5
125,Article,West African Coast Could Boost Revenue For Jihadists Us Warns,0.9508185386657715,0.01338986773043871,0.03579157590866089,negative,2025-05-27,2025,5
126,Article,Australia Looks To Avoid A Panama Repeat In China Port Showdown,0.18095000088214874,0.6209584474563599,0.19809162616729736,neutral,2025-05-28,2025,5
127,Article,Australia S Center Right Opposition Regroups About One Week After Split,0.03899826481938362,0.65919029712677,0.30181145668029785,neutral,2025-05-28,2025,5
128,Article,Boston Pushes Harvard Other Colleges For Money Even As Trump Steps Up Attacks,0.29085901379585266,0.044639840722084045,0.6645011305809021,positive,2025-05-28,2025,5
129,Article,Chile Government Unveils Bill That Would Fully Legalize Abortion,0.3791337311267853,0.013182975351810455,0.6076833009719849,positive,2025-05-28,2025,5
130,Article,China Tech Ambitions Won T Hurt Consumption Pivot Keyu Jin Says,0.13659992814064026,0.028615208342671394,0.8347848653793335,positive,2025-05-28,2025,5
131,Article,Czechs Say China Behind Recent Cyber Attack On Foreign Ministry,0.04238452389836311,0.8045026063919067,0.15311279892921448,neutral,2025-05-28,2025,5
132,Article,Eu Plans To Create A Maritime Security Hub In The Black Sea,0.741689145565033,0.007572457659989595,0.2507384121417999,negative,2025-05-28,2025,5
133,Article,Eu Trade Chief To Speak To Us S Lutnick Greer On Thursday,0.047236766666173935,0.026277972385287285,0.9264853000640869,positive,2025-05-28,2025,5
134,Article,Farage Keeps Finances Vague In Uk Welfare Plan Targeting Labour,0.05602651834487915,0.08114263415336609,0.8628308176994324,positive,2025-05-28,2025,5
135,Article,Finland Starts Process To Withdraw From Landmine Ban Treaty,0.13536137342453003,0.1878647655248642,0.6767738461494446,positive,2025-05-28,2025,5
136,Article,Germany Prepares To Abolish Its Fast Track Path To Citizenship,0.5431508421897888,0.014867323450744152,0.44198185205459595,negative,2025-05-28,2025,5
137,Article,Germany S Top Diplomat Expects New Us Sanctions Against Russia,0.3109021782875061,0.5697449445724487,0.11935284733772278,neutral,2025-05-28,2025,5
138,Article,Germany To Work With Kyiv On Long Range Missile Production,0.592612087726593,0.009964894503355026,0.39742299914360046,negative,2025-05-28,2025,5
139,Article,Hegseth Targets Independent Pentagon Test Office For Major Cuts,0.16225658357143402,0.12798164784908295,0.7097617983818054,positive,2025-05-28,2025,5
140,Article,How Harvard Is Getting Rocked By Trump S America First Fight,0.14238199591636658,0.024950871244072914,0.8326671719551086,positive,2025-05-28,2025,5
141,Article,In Rare Stab Slovak Leader Tells Premier To Focus On The West,0.12035878747701645,0.11749374121427536,0.7621474862098694,positive,2025-05-28,2025,5
142,Article,Indonesia France Set To Sign Defense Letter During Macron Visit,0.2290412187576294,0.013326402753591537,0.7576323747634888,positive,2025-05-28,2025,5
143,Article,Indonesia Open To Israel Ties If It Recognizes Palestine,0.44735801219940186,0.010240724310278893,0.5424013137817383,positive,2025-05-28,2025,5
144,Article,Iran Says Iaea May Send Us Inspectors If Nuclear Deal Is Reached,0.0521218478679657,0.28930097818374634,0.6585772037506104,positive,2025-05-28,2025,5
145,Article,Israel Says It Killed Mohammed Sinwar Head Of Hamas In Gaza,0.07854481041431427,0.6202234625816345,0.3012317717075348,neutral,2025-05-28,2025,5
146,Article,Japan Expands Military Push Against China With Us Stand In Doubt,0.32121542096138,0.17400811612606049,0.5047764778137207,positive,2025-05-28,2025,5
147,Article,Malaysia Economy Minister Rafizi To Resign Effective June 17,0.016140228137373924,0.7515038847923279,0.23235593736171722,neutral,2025-05-28,2025,5
148,Article,Merz Vows Legislative Action To Quickly Boost German Economy,0.9134708046913147,0.011193647049367428,0.0753355622291565,negative,2025-05-28,2025,5
149,Article,Mifepristone Why The Abortion Pill Is Under Scrutiny Again In Us,0.04379430413246155,0.156202033162117,0.8000036478042603,positive,2025-05-28,2025,5
150,Article,Milei Gets Tuttle Twins To Teach Free Markets To Argentine Kids,0.1513766050338745,0.012690989300608635,0.8359323740005493,positive,2025-05-28,2025,5
151,Article,Musk Says He S Disappointed That Trump Tax Bill Raises Deficit,0.020248141139745712,0.9547922611236572,0.02495957911014557,neutral,2025-05-28,2025,5
152,Article,Nato Floats Cybersecurity To Be Included In New Spending Target,0.6121780872344971,0.012383738532662392,0.37543821334838867,negative,2025-05-28,2025,5
153,Article,Nato Wants Germany To Provide 40 000 Additional Troops,0.34778597950935364,0.012885239906609058,0.6393288373947144,positive,2025-05-28,2025,5
154,Article,One Palestinian Killed At Gaza Aid Site On Tuesday Says Ap,0.09940194338560104,0.6578577756881714,0.24274033308029175,neutral,2025-05-28,2025,5
155,Article,Pessimism Swells On Doing Business In China European Firms Say,0.5796197056770325,0.33043140172958374,0.08994881063699722,negative,2025-05-28,2025,5
156,Article,Poland Presidential Election Exposes Cracks In Booming Economy,0.026880629360675812,0.9255285859107971,0.04759076610207558,neutral,2025-05-28,2025,5
157,Article,Polish Far Right Leader Fails To Endorse Any Presidential Rival,0.02388545498251915,0.8382033109664917,0.13791127502918243,neutral,2025-05-28,2025,5
158,Article,Portugal President To Meet Parties Before Naming Prime Minister,0.026614366099238396,0.030401285737752914,0.942984402179718,positive,2025-05-28,2025,5
159,Article,Portugal S Far Right Shatters 50 Years Of Two Party Dominance,0.06940140575170517,0.48206689953804016,0.44853171706199646,neutral,2025-05-28,2025,5
160,Article,Rapper Nba Youngboy Ex Chicago Gang Leader Win Trump Clemency,0.06409972161054611,0.13398678600788116,0.8019134998321533,positive,2025-05-28,2025,5
161,Article,Slovak Auto Industry Warns Of Higher Taxes Shift Away From Eu,0.23964355885982513,0.6490187644958496,0.11133766174316406,neutral,2025-05-28,2025,5
162,Article,South Korea Set To Balance Us China Ties More If Lee Wins Vote,0.9118064045906067,0.015002066269516945,0.07319153845310211,negative,2025-05-28,2025,5
163,Article,Thai Cambodian Soldiers Exchange Fire At Disputed Border Area,0.0339728519320488,0.8342736959457397,0.13175345957279205,neutral,2025-05-28,2025,5
164,Article,Trump Downplays Musk Tax Bill Criticism Says Need To Win Votes,0.02639293298125267,0.8461601138114929,0.1274469643831253,neutral,2025-05-28,2025,5
165,Article,Trump Immigration Officials Set Target Of 3 000 Arrests A Day,0.07058802247047424,0.3456876277923584,0.583724319934845,positive,2025-05-28,2025,5
166,Article,Trump Insists To Wall Street He S No Chicken On Tariff Policy,0.0634867399930954,0.04007330909371376,0.8964399695396423,positive,2025-05-28,2025,5
167,Article,Trump Says Harvard Should Cap Foreign Student Enrollment At 15 Mb86X0Ql,0.07947013527154922,0.18103960156440735,0.739490270614624,positive,2025-05-28,2025,5
168,Article,Trump To Ask Congress To Codify Doge Cuts Hitting Pbs And Npr,0.1844327449798584,0.03430362045764923,0.7812636494636536,positive,2025-05-28,2025,5
169,Article,Trump Warned Netanyahu Iran Strike Would Be Inappropriate,0.023874210193753242,0.8828056454658508,0.09332016110420227,neutral,2025-05-28,2025,5
170,Article,Trump Weighs Pardons For Michigan Governor Kidnapping Plotters,0.12313850224018097,0.5415973663330078,0.33526408672332764,neutral,2025-05-28,2025,5
171,Article,Uk Taps Ukraine Lessons To Plow 1 Billion Into Warfare Systems,0.3392212390899658,0.013307793065905571,0.6474709510803223,positive,2025-05-28,2025,5
172,Article,Uk To Fast Track First New Reservoirs As Water Supply Risks Loom,0.8804935216903687,0.026801597326993942,0.09270495176315308,negative,2025-05-28,2025,5
173,Article,Ukraine Needs 30 Billion To Boost Arms Output Zelenskiy Says,0.9036437273025513,0.012905548326671124,0.08345071226358414,negative,2025-05-28,2025,5
174,Article,Us Announces Visa Curbs Targeting Social Media Censorship,0.03056410327553749,0.8643669486045837,0.10506896674633026,neutral,2025-05-28,2025,5
175,Article,Us Waiting On Russia Sanctions To Keep Talks Alive Trump Says,0.15554679930210114,0.027771087363362312,0.8166821002960205,positive,2025-05-28,2025,5
176,Article,Us Will Revoke Visas Of Chinese Students Escalating Crackdown,0.02104525826871395,0.9162359237670898,0.06271886825561523,neutral,2025-05-28,2025,5
177,Article,China Calls Us Plan To Revoke Student Visas Discriminatory,0.026393597945570946,0.8184504508972168,0.1551560014486313,neutral,2025-05-29,2025,5
178,Article,China Cut Drone Sales To West But Supplies Them To Russia Ukraine Says,0.057603221386671066,0.5125606656074524,0.42983612418174744,neutral,2025-05-29,2025,5
179,Article,China Defense Chief To Skip Singapore Forum Attended By Hegseth,0.0932045429944992,0.027787668630480766,0.8790078163146973,positive,2025-05-29,2025,5
180,Article,Elon Musk S Doge Exit Won T Stop Pain From Federal Layoffs,0.03141256421804428,0.9141704440116882,0.05441693961620331,neutral,2025-05-29,2025,5
